id,marca,nombre,presentacion,categoria_1,categoria_2,categoria_3,categoria_origen
2002208000002,SIN MARCA,Muslo de Pollo Trozado 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002223000001,SANCOR,Queso Port Salut Trozado Sancor Diet 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002231000000,LATTAY,Queso Sardo Lattay 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002233000008,MANFREY,Queso Cremoso Manfrey 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002410000005,SIN MARCA,Hamburguesas de Carne Frescas 4 Un,4.0 un,Frescos,Carnicería,,inferida
2002480000004,SIN MARCA,Chorizo Puro de Cerdo Envasado al Vacio 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002490000001,FRIDEVI,Chorizo Colorado al Vacio Fridevi 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002500000007,SIN MARCA,Chorizo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002520000001,FRIDEVI,Chorizo Mezcla al Vacio Fridevi 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002602000004,LA SERENÍSIMA,Queso Reggianito Trozado La Serenisima 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002608000008,LA SERENÍSIMA,Queso Gouda Trozado La Serenisima 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002625000005,LATTAY,Queso Cuartirolo Lattay 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002631000006,SOYCHU,Pollo Fresco Soychu 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002635000002,ILOLAY,Queso Cremoso Ilolay 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002640000004,LATTAY,Queso Port Salut en Horma Lattay 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002641000003,SANCOR,Queso Cremoso Trozado Cremosisimo Light Sancor 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002655000006,LA PIAMONTESA,Salame Milan Trozado La Piamontesa 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002657000004,LATTAY,Queso Reggianito Lattay 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002658000003,LA SERENÍSIMA,Queso Chubut Trozado La Serenisima 500 Gr,500.0 gr,Frescos,Lácteos,,inferida
2002661000007,LA SERENÍSIMA,Queso Provolone Trozado La Serenisima 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002667000001,LA SERENÍSIMA,Queso Cremoso en Horma La Serenisima Cremon 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002672000003,LA SERENÍSIMA,Queso Cremon Trozado La Serenisima 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002674000001,CRESTA ROJA,Patas de Pollo Fraccionado 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002681000001,LA SERENÍSIMA,Queso Sardo Trozado La Serenisima 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002683000009,LARIO,Salamin Tandilero Picado Grueso Lario 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002684000008,LARIO,Salame Tipo Milan Envasado al Vacio Lario 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002686000006,LA PIAMONTESA,Jamon Cocido Trozado Envasado al Vacio La Piamontesa 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002691000008,LA SERENÍSIMA,Queso Port Salut Trozado La Serenisima 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002692000007,LATTAY,Queso Pategras Lattay 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002696000003,LARIO,Jamon Cocido en Fetas Envasado al Vacio Lario 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002699000000,LA SERENÍSIMA,Queso Port Salut Trozado La Serenisima Light 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2002703000002,SIN MARCA,Batata Lavada 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002707000008,SIN MARCA,Limon Elegido 1 Kg,1.0 kg,Frescos,Frutas,,inferida
2002711000001,SIN MARCA,Lechuga Repollo 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002712000000,SIN MARCA,Lechuga Mantecosa 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002715000007,SIN MARCA,Manzana Verde 1 Kg,1.0 kg,Frescos,Frutas,,inferida
2002721000008,SIN MARCA,Banana Seleccion 1 Kg,1.0 kg,Frescos,Frutas,,inferida
2002722000007,SIN MARCA,Tomate Redondo 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002726000003,SIN MARCA,Zanahoria Empaquetada 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002727000002,SIN MARCA,Zanahoria Elegida 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002728000001,SIN MARCA,Cebolla 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002729000000,SIN MARCA,Papa Cepillada 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002732000004,SIN MARCA,Lechuga Morada 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002735000001,SIN MARCA,Naranja Ombligo 1 Kg,1.0 kg,Frescos,Frutas,,inferida
2002751000009,SIN MARCA,Manzana Royal Gala 1 Kg,1.0 kg,Frescos,Frutas,,inferida
2002758000002,SIN MARCA,Lechuga Crespa 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002775000009,SIN MARCA,Cebolla Blanca o Roja 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002786000005,SIN MARCA,Naranja Jugo 1 Kg,1.0 kg,Bebidas sin Alcohol,Jugos,,inferida
2002789000002,SIN MARCA,Papa Lavada o Roja Exportacion 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002812000009,SIN MARCA,Lechuga Romana 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002850000009,SIN MARCA,Lechuga Polo Rosso 1 Kg,1.0 kg,Frescos,Verduras,,inferida
2002860000006,SIN MARCA,Asado Carnicero Novillito 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2002900000003,SIN MARCA,Pasta Frola de Membrillo 1 Kg,1.0 kg,Almacén,Desayuno y Merienda,,inferida
2003000000009,SIN MARCA,Garron con Hueso Osobuco Novillito 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003030000000,SIN MARCA,Asado de Tira Novillito 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003040000007,SIN MARCA,Asado de Tira Ganchera Novillito 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003050000004,SIN MARCA,Vacio Novillito 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003060000001,SIN MARCA,Matambre Novillito 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003070000008,SIN MARCA,Entrana Novillito 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003080000005,SIN MARCA,Falda Parrillera Novillito 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003100000008,SIN MARCA,Tarta Manzana Abierta 1 Kg,1.0 kg,Frescos,Frutas,,inferida
2003130000009,SIN MARCA,Tarta Frutillas 1 Kg,1.0 kg,,,,sin clasificar
2003670000002,SIN MARCA,Garron con Hueso Osobuco Novillo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003690000006,SIN MARCA,Asado de Tira Novillo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003700000002,SIN MARCA,Asado de Tira Ganchera Novillo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003710000009,SIN MARCA,Vacio Novillo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003720000006,SIN MARCA,Matambre Novillo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003730000003,SIN MARCA,Entrana Novillo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003740000000,SIN MARCA,Falda Parrillera Novillo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2003905000005,SOYCHU,Cuarto Trasero Soychu 1 Kg,1.0 kg,,,,sin clasificar
2003920000004,SIN MARCA,Asado Carnicero Novillo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2004250000009,SIN MARCA,Facturas Surtidas 6 Un,6.0 un,Almacén,Panificados,,inferida
2004336000008,LA ANONIMA,Molleja Precocida Congelada La Anonima x 1 Kg,1.0 kg,,,,sin clasificar
2004337000007,LA ANONIMA,Mondongo Precocido Congelado La Anonima x 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2004340000001,LA ANÓNIMA,Lengua Precocida La Anonima Congelada 1 Kg,1.0 kg,,,,sin clasificar
2004850000003,ALMA CRIOLLA,Chorizo Alma Criolla 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2005600000007,SIN MARCA,Milanesa Lomo de Cerdo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2005610000004,SIN MARCA,Donuts Glaseadas 1 Un,1.0 un,,,,sin clasificar
2005620000001,SIN MARCA,Donuts en Caja 6 Un,6.0 un,,,,sin clasificar
2005630000008,SIN MARCA,Donuts Glaseadas 12 Un,12.0 un,,,,sin clasificar
2005640000005,SIN MARCA,Donuts Mini 12 Un,12.0 un,,,,sin clasificar
2005720000000,SIN MARCA,Saraca Entera 1 Kg,1.0 kg,,,,sin clasificar
2005730000007,SIN MARCA,Pan Baguette Clasica 1 Un,1.0 un,,,,sin clasificar
2005740000004,SIN MARCA,Frances Tipo Flauta 1 Un,1.0 un,,,,sin clasificar
2005750000001,SIN MARCA,Rombo Rustico 1 Un,1.0 un,,,,sin clasificar
2006050000005,SIN MARCA,Imperial Ruso 1 Kg,1.0 kg,,,,sin clasificar
2006060000002,SIN MARCA,Masas Finas 1 Kg,1.0 kg,,,,sin clasificar
2006070000009,SIN MARCA,Masas Secas 1 Kg,1.0 kg,,,,sin clasificar
2006200000008,SIN MARCA,Bondiola con Hueso 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2006320000001,SIN MARCA,Torta Corazon Frutillas 1 Kg,1.0 kg,,,,sin clasificar
2006330000008,SIN MARCA,Cremona Dulce Membrillo 500 Gr,500.0 gr,Almacén,Desayuno y Merienda,,inferida
2006340000005,SIN MARCA,Pan Frances de Salvado 1 Kg,1.0 kg,,,,sin clasificar
2006380000003,SIN MARCA,Torta Pinchada 1 Kg,1.0 kg,,,,sin clasificar
2006420000000,SIN MARCA,Torta Raspada 1 Kg,1.0 kg,,,,sin clasificar
2006477000008,SIN MARCA,Entraña Envasada al Vacio Premium 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2006560000007,ARCOR,Membrillo Arcor 5 Kg,5.0 kg,Almacén,Desayuno y Merienda,,inferida
2006580000001,MILKAUT,Queso Cremoso Trozado Milkaut 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2006590000008,MILKAUT,Queso Port Salut Trozado Milkaut 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2006600000004,SIN MARCA,Torta Por Pedido 1 Kg,1.0 kg,,,,sin clasificar
2006610000001,MILKAUT,Queso Muzzarella Trozado Milkaut 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2006620000008,MILKAUT,Queso Pategras Trozado Milkaut 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2006640000002,SIN MARCA,Pastel Tres Leches Frutilla 1 Kg,1.0 kg,Frescos,Frutas,,inferida
2006660000006,SIN MARCA,Pastel Tres Leches Fruta 1 Kg,1.0 kg,,,,sin clasificar
2006670000003,SIN MARCA,Pastel Borracho Chocolate 1 Kg,1.0 kg,Almacén,Snacks y Golosinas,,inferida
2006678000005,POLLOLÍN,Supremas Pechuga Rebozada Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2006680000000,SIN MARCA,Pastel Borracho Frutillas 1 Kg,1.0 kg,,,,sin clasificar
2006690000007,SIN MARCA,Pastel Decorado 1 Kg,1.0 kg,,,,sin clasificar
2006710000000,MILKAUT,Queso Sardo Trozado Milkaut 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2006740000001,SIN MARCA,Torta de Merengues 1 Kg,1.0 kg,,,,sin clasificar
2006800000002,SIN MARCA,Donuts Rellena Banada 1 Un,1.0 un,,,,sin clasificar
2006810000009,SIN MARCA,Donuts Rellena Banada 4 Un,4.0 un,,,,sin clasificar
2007045000000,MILKAUT,Queso Azul Milkaut 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2007070000006,GRANJA TRES ARROYOS,Patas Envasada al Vacio Granja Tres Arroyos 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2007100000006,LA SERENÍSIMA,Queso Pategras Trozado La Serenisima 340 Gr,340.0 gr,Frescos,Lácteos,,inferida
2007180000002,GRANJA TRES ARROYOS,Muslos Envasado al Vacio Granja Tres Arroyos 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2007190000009,GRANJA TRES ARROYOS,Pechuga Envasada al Vacio Granja Tres Arroyos 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2007200000005,GRANJA TRES ARROYOS,Suprema Envasada al Vacio Granja Tres Arroyos 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2007210000002,GRANJA TRES ARROYOS,Cuarto Trasero Envasado al Vacio Granja Tres Arroyos 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2007300000004,LÁCTEOS BARRAZA,Queso Mozzarella Cilindro Barraza 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2007310000001,SIN MARCA,Torta Selva Negra 1 Kg,1.0 kg,,,,sin clasificar
2007320000008,SIN MARCA,Torta Molino 1 Kg,1.0 kg,,,,sin clasificar
2007370000003,SIN MARCA,Torta Mil Hojas 1 Kg,1.0 kg,,,,sin clasificar
2007670000000,SIN MARCA,Torta de Duraznos 1 Kg,1.0 kg,,,,sin clasificar
2007780000006,SIN MARCA,Torta Mini Frutilla 1 Kg,1.0 kg,Frescos,Frutas,,inferida
2007790000003,SIN MARCA,Donuts Rellena Rosa 4 Un,4.0 un,,,,sin clasificar
2007880000005,SIN MARCA,Cuadrados de Manzana 1 Un,1.0 un,Frescos,Frutas,,inferida
2007970000007,SIN MARCA,Pan de Miga Blanco 1 Un,1.0 un,,,,sin clasificar
2008000000004,LARIO,Salame Picado Fino Tipo Milan Lario 700 Gr,700.0 gr,Frescos,Carnicería,,inferida
2008020000008,LARIO,Salame Picado Grueso Tipo Colonial Lario 700 Gr,700.0 gr,Frescos,Carnicería,,inferida
2008210000009,SIN MARCA,Pasta Frola de Batata 1 Un,1.0 un,Frescos,Verduras,,inferida
2008520000003,SIN MARCA,Donuts Glaseadas en Caja 4 Un,4.0 un,,,,sin clasificar
2009843000008,LA ANÓNIMA,Molleja Precocida La Anonima 1 Kg,1.0 kg,,,,sin clasificar
2009930000003,SIN MARCA,Torta Mini Dulce de Leche y Crema 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2009940000000,SIN MARCA,Torta Evento 1 Kg,1.0 kg,,,,sin clasificar
2009950000007,SIN MARCA,Torta Bombon 1 Kg,1.0 kg,Almacén,Snacks y Golosinas,,inferida
2009960000004,SIN MARCA,Torta Mousse de Chocolate 1 Kg,1.0 kg,Almacén,Snacks y Golosinas,,inferida
2009970000001,SIN MARCA,Torta de Frutas 1 Kg,1.0 kg,,,,sin clasificar
2009980000008,SIN MARCA,Torta de Frutilla 1 Kg,1.0 kg,Frescos,Frutas,,inferida
2009990000005,SIN MARCA,Torta Africana 1 Kg,1.0 kg,,,,sin clasificar
2010230000006,SIN MARCA,Matambre Novillito 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2010260000007,SIN MARCA,Patas sin Piel 1 Kg,1.0 kg,,,,sin clasificar
2010320000008,SIN MARCA,Picada de Cerdo Atm 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2010680000007,SIN MARCA,Patita 1 Kg,1.0 kg,,,,sin clasificar
2010960000000,SIN MARCA,Codillo de Cerdo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2010970000007,SIN MARCA,Morcilla Bombon 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2010990000001,SIN MARCA,Chorizo Bombon 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2011254000003,LA ANÓNIMA,Carne para Estofado Envasado al Vacio La Anonima 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2011612000003,CORNET,Chorizo de Pollo Envasado al Vacio Cornet 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2012300000008,SIN MARCA,Medio Pollo Wal Mart 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2012350000003,SIN MARCA,Filet de Pechuga sin Hueso 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2012370000007,SIN MARCA,Cuarto Trasero Pollo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2012990000005,LA SERENÍSIMA,Queso Mini Fynbo La Serenisima 500 Gr,500.0 gr,Frescos,Lácteos,,inferida
2013000000008,SIN MARCA,Peceto de Cerdo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2013010000005,SIN MARCA,Cuadril de Cerdo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2013883000003,LA ANONIMA,Chinchulin Precocido Congelado La Anonima x 1 Kg,1.0 kg,,,,sin clasificar
2013884000002,LA ANONIMA,Tendon Precocido Congelado La Anonima x 1 Kg,1.0 kg,,,,sin clasificar
2013885000001,LA ANONIMA,Tripa Gorda Precocida Congelada La Anonima 1 Kg,1.0 kg,,,,sin clasificar
2013886000000,LA ANONIMA,Higado Precocido Congelado La Anonima x 1 Kg,1.0 kg,,,,sin clasificar
2014929000001,LA ANÓNIMA,Tripa Gorda Precocida La Anonima 1 Kg,1.0 kg,,,,sin clasificar
2014932000005,LA ANÓNIMA,Carne para Estofado La Anonima 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2016080000005,SIN MARCA,Torta Infantil 1 Kg,1.0 kg,,,,sin clasificar
2017750000004,SIN MARCA,Donuts Glaseadas 1 Un,1.0 un,,,,sin clasificar
2017870000007,SIN MARCA,Donuts en Caja 6 Un,6.0 un,,,,sin clasificar
2017880000004,SIN MARCA,Donuts en Caja 12 Un,12.0 un,,,,sin clasificar
2017890000001,SIN MARCA,Donuts Rellena Banada 1 Un,1.0 un,,,,sin clasificar
2018640000005,GRANJA TRES ARROYOS,Alas de Pollo Granja Tres Arroyos 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2018720000000,GRANJA TRES ARROYOS,Pechuga de Pollo Granja Tres Arroyos 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2019480000002,AVÍCOLA LUJÁN,Pollo Seco Avicola Lujan 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2019490000009,AVÍCOLA LUJÁN,Pollo Fresco Avicola Lujan 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2019500000005,AVÍCOLA LUJÁN,Patamuslo de Pollo Avicola Lujan 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2019510000002,AVÍCOLA LUJÁN,Pata de Pollo Avicola Lujan 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2019520000009,AVÍCOLA LUJÁN,Muslo de Pollo Avicola Lujan 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2019530000006,AVÍCOLA LUJÁN,Pechuga de Pollo Avicola Lujan 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2019540000003,AVÍCOLA LUJÁN,Suprema de Pollo Avicola Lujan 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2019550000000,AVÍCOLA LUJÁN,Alas de Pollo Avicola Lujan 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2019560000007,AVÍCOLA LUJÁN,Pollo Parrillero Avicola Lujan 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2019570000004,AVÍCOLA LUJÁN,Mix de Presas Avicola Lujan 1 Kg,1.0 kg,,,,sin clasificar
2023310000001,SIN MARCA,Menudos de Pollo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2023320000008,SIN MARCA,Alas de Pollo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2023330000005,SIN MARCA,Cuarto Trasero Pollo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2023677000003,LA ANÓNIMA,Morcilla Criolla Atada La Anonima 4 Un 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2023678000002,LA ANÓNIMA,Morcilla Criolla Bombon La Anonima 8 Un 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2024051000008,LA ANÓNIMA,Carne Picada Magra La Anonima 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2024820000000,SIN MARCA,Filet Merluza Rebozado 1 Kg,1.0 kg,Alimentos Congelados,Rebozados y Prefritos,,inferida
2025260000001,SIN MARCA,Pan con Grasa 1 Kg,1.0 kg,,,,sin clasificar
2025900000002,SIN MARCA,Medallon de Merluza Rebozada 1 Kg,1.0 kg,Frescos,Pescadería,,inferida
2025920000006,SIN MARCA,Baston Merluza Rebozada 1 Kg,1.0 kg,Frescos,Pescadería,,inferida
2026200000006,SIN MARCA,Pollo Fresco con Menudo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2026210000003,GRANJA TRES ARROYOS,Pollos Granja Tres Arroyos 1 Kg,1.0 kg,,,,sin clasificar
2026280000002,GRANJA TRES ARROYOS,Suprema en Bandeja Granja Tres Arroyos 1 Kg,1.0 kg,,,,sin clasificar
2026390000008,SIN MARCA,Sandwich Simple Jamon y Queso Bco 12 Un,12.0 un,Frescos,Lácteos,,inferida
2026420000008,SIN MARCA,Sandwich Triple Surt Bco 12 Un,12.0 un,,,,sin clasificar
2026500000003,SIN MARCA,Tarta Coco con Dulce de Leche 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2026510000000,SIN MARCA,Tarta de Dulce de Leche y Chocolate 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2026550000008,SIN MARCA,Tarta Frutal 1 Kg,1.0 kg,,,,sin clasificar
2026630000003,SIN MARCA,Torta Dulce de Leche y Crema 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2026770000000,SIN MARCA,Medialunas de Manteca 12 Un,12.0 un,Frescos,Lácteos,,inferida
2026780000007,SIN MARCA,Medialunas de Grasa 6 Un,6.0 un,,,,sin clasificar
2026810000007,SIN MARCA,Medialunas de Manteca 6 Un,6.0 un,Frescos,Lácteos,,inferida
2026960000001,DE NUESTRA PANADERÍA,Pan Roseta 1 Kg,1.0 kg,,,,sin clasificar
2027190000007,SIN MARCA,Cremona 1 Kg,1.0 kg,,,,sin clasificar
2027310000009,SIN MARCA,Chorizo Fresco Parrillero 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2027320000006,SIN MARCA,Chorizo Criollo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2027330000003,SIN MARCA,Morcilla 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2027340000000,SIN MARCA,Salchicha Fresca Parrillera 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2027437000005,LA ANÓNIMA,Pechito de Cerdo Congelado La Anonima 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2028230000001,SIN MARCA,Pan de Campo 1 Kg,1.0 kg,,,,sin clasificar
2029810000008,SIN MARCA,Boga Despinada Envasada 1 Kg,1.0 kg,,,,sin clasificar
2032620000007,SANTA ROSA,Queso Sardo Trozado Santa Rosa 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2032661000004,ESTANCIAS LA,Peceto Feteado a Granel Estancias La 1 Kg,1.0 kg,,,,sin clasificar
2032662000003,ESTANCIAS LA,Nalga sin Tapa a Granel Estancias La 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2032664000001,ESTANCIAS LA,Cuadrada Feteada a Granel Estancias La 1 Kg,1.0 kg,,,,sin clasificar
2032667000008,ESTANCIAS LA,Bola de Lomo Feteada a Granel Estancias La 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2032700000002,SANTA ROSA,Queso Provolone Trozado Santa Rosa 1 Kg,1.0 kg,Frescos,Lácteos,,inferida
2032830000002,SIN MARCA,Vacio de Cerdo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2032850000006,SIN MARCA,Bondiola Comercial 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2032870000000,SIN MARCA,Matambrito de Cerdo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2032880000007,SIN MARCA,Solomillo 1 Kg,1.0 kg,,,,sin clasificar
2032890000004,SIN MARCA,Costillita Comercial 1 Kg,1.0 kg,,,,sin clasificar
2032900000000,SIN MARCA,Carre sin Hueso de Cerdo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2032940000008,SIN MARCA,Patitas de Cerdo 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2034575000002,POLLOLIN,Pollo Congelado en Bolsa Pollolin x 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2034907000007,LA ANÓNIMA,Medio Pollo La Anonima 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035001000009,POLLOLÍN,Pollo Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035002000008,POLLOLÍN,Pollo Especial Refrigerado en Bandeja Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035003000007,TRES ARROYOS,Pollo Congelado Tres Arroyos 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035075000004,POLLOLÍN,Suprema de Pechuga Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035080000006,POLLOLÍN,Filet de Pechuga en Bandeja Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035082000004,POLLOLÍN,Filet de Muslo Pollolin 1 Kg,1.0 kg,,,,sin clasificar
2035084000002,POLLOLÍN,Antemuslo de Pollo Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035085000001,POLLOLÍN,Patas de Pollo Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035113000003,POLLOLÍN,Chorizo de Pollo Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035127000006,LA ANÓNIMA,Pollo Refrigerado La Anonima 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035146000001,TRES ARROYOS,Pollo Comun Fresco Tres Arroyos 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035165000006,POLLOLÍN,Pechuga de Pollo Especial en Bandeja Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035169000002,POLLOLÍN,Pollo Parrillero Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035171000007,POLLOLÍN,Pechuga de Pollo Suelta Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035172000006,POLLOLÍN,Muslo de Pollo Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035189000006,LA ANÓNIMA,Colita de Cuadril Envasado al Vacio La Anonima 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035191000001,POLLOLÍN,Suprema de Muslo Pollolin 1 Kg,1.0 kg,,,,sin clasificar
2035192000000,POLLOLÍN,Filet de Pechuga Pollolin 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035194000008,POLLOLÍN,Muslo en Bandeja Pollolin 1 Kg,1.0 kg,,,,sin clasificar
2035358000004,CABAÑA SR,Morcilla Criolla Atada sin TACC Cabaña Sr 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035517000005,SIN MARCA,Aguja sin Hueso Premium 1 Kg,1.0 kg,,,,sin clasificar
2035519000003,SIN MARCA,Asado con Hueso Premium 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
2035520000009,SIN MARCA,Bife Ancho con Hueso Premium 1 Kg,1.0 kg,Frescos,Carnicería,,inferida
